left,right,metric,class_id,class_difference,full_point,leave_one_class_out_point,point_change,estimand
candidate_B,stage_only,normalized_regret,384,-0.014848698445119029,-0.0014458050281148955,-0.0005522788003146197,0.0008935262278002758,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,462,-0.006694413696694913,-0.0014458050281148955,-0.0010958977835428942,0.0003499072445720013,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,511,-9.825838458520086e-05,-0.0014458050281148955,-0.001535641471016875,-8.983644290197945e-05,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,568,-0.020992344817796226,-0.0014458050281148955,-0.00014270237546947322,0.0013031026526454223,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,679,0.00548050848016092,-0.0014458050281148955,-0.0019075592619999496,-0.0004617542338850541,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,712,-0.015620816041388642,-0.0014458050281148955,-0.0005008042938966455,0.00094500073421825,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,780,0.0023496471364840878,-0.0014458050281148955,-0.001698835172421494,-0.0002530301443065986,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,870,-0.00016371738223458498,-0.0014458050281148955,-0.0015312775378402493,-8.547250972535379e-05,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,888,-0.012133954850625392,-0.0014458050281148955,-0.0007332617066141955,0.0007125433215007,descriptive_influence_only_no_class_removed_from_primary
candidate_B,stage_only,normalized_regret,975,0.003667281283660225,-0.0014458050281148955,-0.0017866774488999033,-0.00034087242078500784,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,absolute_regret,19,-0.006343275740278327,-0.0006648811291579525,-0.00028632148841659414,0.0003785596407413584,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,absolute_regret,85,-0.0010488340839012178,-0.0006648811291579525,-0.0006392842655084015,2.559686364955109e-05,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,absolute_regret,131,-0.0016287406776039105,-0.0006648811291579525,-0.0006006238259282219,6.425730322973068e-05,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,absolute_regret,224,1.2557110556768447e-05,-0.0006648811291579525,-0.0007100436784722671,-4.516254931431459e-05,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,absolute_regret,301,0.021559657320586595,-0.0006648811291579525,-0.0021465170258075884,-0.0014816358966496359,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,absolute_regret,345,0.000652855693299443,-0.0006648811291579525,-0.0007527302506551121,-8.784912149715953e-05,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,absolute_regret,384,-0.009746109676219885,-0.0006648811291579525,-5.946589268715693e-05,0.0006054152364707956,descriptive_influence_only_no_class_removed_from_primary
